id,posi_type,numsv,dv,fovd,speed,altitude,roll,af
515,5,40.11290322580645,0.1667422032258064,2.8685798966860774,3.15990420967742,278.1342096774194,1.0974741935483872,1
521,5,43.91970802919708,0.0768345547445255,6.400333711357728,6.813013240875913,278.21061313868614,1.7393065693430656,1
532,5,41.0,0.01678255,9.26878613286666,9.376562525,278.40497500000004,1.6486999999999998,1
538,5,40.0,0.0549696,6.234718951029776,10.695790033333331,278.56792222222225,1.3988444444444446,1
555,5,39.689655172413794,0.0572971839080459,6.038347759650908,11.65827051724138,278.66118390804604,1.461816091954023,1
588,5,36.73295454545455,0.1513659659090909,2.036210448501745,9.53346949431818,278.92918749999995,1.687744318181818,1
572,5,40.0,0.2486637368421052,10.85612228202431,7.651864,279.2038421052632,2.294631578947368,1
601,5,42.8,0.0781602666666666,1.8613613040422152,8.463437493333332,278.1566066666666,2.10244,1
624,5,40.66666666666666,0.0573152833333333,1.7692547460600152,11.634667958333331,276.584275,2.264166666666667,1
638,5,45.03883495145631,0.1023987572815533,1.7273636259457654,12.42191290291262,274.95146601941747,2.627941747572815,1
645,5,47.0,0.1214207086614173,4.546039618181979,12.892101433070865,273.7144015748032,2.5781732283464565,1
657,5,46.75471698113208,0.0889562830188679,6.555369886608142,12.931014207547172,272.6511320754717,2.029207547169811,1
672,5,41.58620689655172,0.1204327816091954,1.9381280210535747,12.804912034482756,271.94028735632185,2.1909195402298853,1
698,5,46.75471698113208,0.0323467547169811,2.6479972169052,13.051444547169812,270.1909433962264,1.8847924528301887,1
714,5,44.36875,0.103943375,6.460501302758362,13.50817868125,267.60794375,2.15159375,1
734,5,39.36507936507937,0.0862282222222222,2.6657644912028062,13.612847206349208,264.715761904762,2.0790000000000006,1
750,5,31.164948453608247,0.1380672783505154,1.4374652022750485,13.557707835051543,263.5050103092784,1.974298969072165,1
762,5,33.0,0.1150851320754716,4.697539411803543,13.097287716981134,261.8631886792453,1.870981132075472,1
776,5,29.0,0.0610559361702127,5.48622224000695,12.64868680851064,260.6401063829788,2.249978723404255,1
770,5,27.41176470588235,0.2176968117647058,2.187035408084688,11.930629629411763,259.8560529411765,2.3459823529411765,1
796,5,31.87091988130564,0.149928706231454,0.6924585017575545,2.0521663768546,259.1257433234421,2.3819614243323444,1
819,5,42.68888888888889,0.0933101111111111,0.5919184149503829,11.872395833333334,257.8130444444444,2.9789777777777777,1
846,5,47.0,0.073209375,1.3262748573826106,13.276953187499998,256.1940875,2.3243375,1
861,5,47.0,0.1424146111111111,0.9824830042757078,12.580598966666669,254.6447333333333,2.1666222222222222,1
873,5,47.0,0.0865634444444444,1.1255225553652717,12.638454899999996,253.2341888888889,2.321022222222222,1
889,5,47.0,0.093404,1.4946106426511656,12.965113206896552,251.73025287356324,2.0211264367816093,1
906,5,47.0,0.0260679999999999,5.27163268542887,14.255208280701757,250.2928596491228,1.8540877192982448,1
926,5,47.0,0.1899237,5.192504178439008,14.752343675,249.16040000000004,1.6998000000000002,1
928,5,47.0,0.0894101833333333,5.369026504461217,15.238411375,248.068225,2.1321916666666665,1
948,5,47.0,0.1917149428571428,1.5347462823855902,14.656528871428574,246.9223571428572,1.2094857142857145,1
961,5,46.0,0.1102642783505154,4.86726684381858,13.880718515463917,245.3719278350515,2.5676288659793816,1
981,5,46.0,0.1608580729166666,1.8445434375707777,14.326822885416666,244.91128125,2.45834375,1
998,5,45.0,0.0411753980582524,2.330554392391406,12.820046912621356,244.5396116504856,2.541223300970874,1
1008,5,45.0,0.0483839811320754,4.570223288601079,14.450324207547167,244.42552830188689,2.7750943396226417,1
1021,5,44.58,0.0773269199999999,4.7604054047339135,16.44124998,244.2982,2.41776,1
